Nombre,Municipio,Categoria,Modalidad,Email,Telefono,Web,Score_Responsabilidad,Motivo_Sector,Motivo_Arraigo,Motivo_Capacidad,Evidencia_Noticias,Analisis_Raw
VT-320870BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320871BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320881BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320882BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320883BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320884BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320885BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320887BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320888BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320889BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320890BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320891BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320892BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320893BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321028BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321031BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321032BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321069BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321102BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321103BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321104BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321105BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321106BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321107BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321108BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321136BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321137BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321138BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321139BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321140BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321175BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321230BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321369BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321370BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321371BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321372BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321373BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321375BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321376BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321377BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321378BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321379BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321380BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321381BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321382BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321386BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321406BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321407BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321490BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321491BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321527BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321528BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-320917BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321529BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321530BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321531BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321532BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321533BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321534BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321535BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
VT-321536BM,BENIDORM,Unidad de Alojamiento Turístico,Unidad de Alojamiento Turístico,,, ,1.5,Sector General (+0.5): Sin prioridad específica.,Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.,,"{""sector"": 0.5, ""territory"": 1.0, ""financial"": 0.0, ""news"": 0.0, ""cre_bonus"": 0.0}","[""Sector General (+0.5)"", ""Municipio Prioritario 'BENIDORM' (+1.0): Sede en zona clave.""]"
